,full_date,day_of_week,day,month,year,hour,minute,product,machine,selling_price,cost_price,profit,inventory
481,2019-11-15 12:41:47+00:00,Friday,15,11,2019,12,41,coffee,A,1.0,0.3,0.7,202
483,2019-11-15 12:43:10+00:00,Friday,15,11,2019,12,43,soda,A,1.6,0.6,1.0,83
492,2019-11-15 13:00:57+00:00,Friday,15,11,2019,13,0,coffee,A,1.0,0.3,0.7,201
499,2019-11-15 13:09:24+00:00,Friday,15,11,2019,13,9,coffee,A,1.0,0.3,0.7,200
501,2019-11-15 13:12:14+00:00,Friday,15,11,2019,13,12,soda,A,1.6,0.6,1.0,82
506,2019-11-15 13:21:06+00:00,Friday,15,11,2019,13,21,coffee,A,1.0,0.3,0.7,199
509,2019-11-15 13:23:36+00:00,Friday,15,11,2019,13,23,coffee,A,1.0,0.3,0.7,198
512,2019-11-15 13:32:00+00:00,Friday,15,11,2019,13,32,coffee,A,1.0,0.3,0.7,197
518,2019-11-15 13:47:30+00:00,Friday,15,11,2019,13,47,soda,A,1.6,0.6,1.0,81
519,2019-11-15 13:51:59+00:00,Friday,15,11,2019,13,51,coffee,A,1.0,0.3,0.7,196
523,2019-11-15 13:58:33+00:00,Friday,15,11,2019,13,58,coffee,A,1.0,0.3,0.7,195
524,2019-11-15 13:59:34+00:00,Friday,15,11,2019,13,59,coffee,A,1.0,0.3,0.7,194
530,2019-11-15 14:10:10+00:00,Friday,15,11,2019,14,10,coffee,A,1.0,0.3,0.7,193
532,2019-11-15 14:12:45+00:00,Friday,15,11,2019,14,12,soda,A,1.6,0.6,1.0,80
540,2019-11-15 14:32:14+00:00,Friday,15,11,2019,14,32,soda,A,1.6,0.6,1.0,79
543,2019-11-15 14:35:04+00:00,Friday,15,11,2019,14,35,coffee,A,1.0,0.3,0.7,192
548,2019-11-15 14:49:14+00:00,Friday,15,11,2019,14,49,soda,A,1.6,0.6,1.0,78
549,2019-11-15 14:50:37+00:00,Friday,15,11,2019,14,50,coffee,A,1.0,0.3,0.7,191
556,2019-11-15 15:04:25+00:00,Friday,15,11,2019,15,4,coffee,A,1.0,0.3,0.7,190
557,2019-11-15 15:08:07+00:00,Friday,15,11,2019,15,8,soda,A,1.6,0.6,1.0,77
558,2019-11-15 15:09:46+00:00,Friday,15,11,2019,15,9,soda,A,1.6,0.6,1.0,76
562,2019-11-15 15:19:24+00:00,Friday,15,11,2019,15,19,soda,A,1.6,0.6,1.0,75
566,2019-11-15 15:23:27+00:00,Friday,15,11,2019,15,23,coffee,A,1.0,0.3,0.7,189
569,2019-11-15 15:27:46+00:00,Friday,15,11,2019,15,27,soda,A,1.6,0.6,1.0,74
571,2019-11-15 15:31:34+00:00,Friday,15,11,2019,15,31,coffee,A,1.0,0.3,0.7,188
574,2019-11-15 15:37:49+00:00,Friday,15,11,2019,15,37,soda,A,1.6,0.6,1.0,73
576,2019-11-15 15:44:07+00:00,Friday,15,11,2019,15,44,coffee,A,1.0,0.3,0.7,187
584,2019-11-15 16:07:28+00:00,Friday,15,11,2019,16,7,coffee,A,1.0,0.3,0.7,186
586,2019-11-15 16:08:39+00:00,Friday,15,11,2019,16,8,nrj,A,1.8,0.8,1.0,52
594,2019-11-15 16:18:50+00:00,Friday,15,11,2019,16,18,nrj,A,1.8,0.8,1.0,51
597,2019-11-15 16:24:33+00:00,Friday,15,11,2019,16,24,soda,A,1.6,0.6,1.0,72
605,2019-11-15 16:31:01+00:00,Friday,15,11,2019,16,31,coffee,A,1.0,0.3,0.7,185
606,2019-11-15 16:32:30+00:00,Friday,15,11,2019,16,32,nrj,A,1.8,0.8,1.0,50
607,2019-11-15 16:33:57+00:00,Friday,15,11,2019,16,33,soda,A,1.6,0.6,1.0,71
612,2019-11-15 16:40:51+00:00,Friday,15,11,2019,16,40,soda,A,1.6,0.6,1.0,70
615,2019-11-15 16:50:37+00:00,Friday,15,11,2019,16,50,coffee,A,1.0,0.3,0.7,184
618,2019-11-15 17:07:34+00:00,Friday,15,11,2019,17,7,nrj,A,1.8,0.8,1.0,49
619,2019-11-15 17:13:36+00:00,Friday,15,11,2019,17,13,nrj,A,1.8,0.8,1.0,48
625,2019-11-15 17:25:38+00:00,Friday,15,11,2019,17,25,soda,A,1.6,0.6,1.0,69
627,2019-11-15 17:35:16+00:00,Friday,15,11,2019,17,35,coffee,A,1.0,0.3,0.7,183
630,2019-11-15 17:41:10+00:00,Friday,15,11,2019,17,41,soda,A,1.6,0.6,1.0,68
638,2019-11-15 18:05:38+00:00,Friday,15,11,2019,18,5,soda,A,1.6,0.6,1.0,67
653,2019-11-15 18:48:19+00:00,Friday,15,11,2019,18,48,soda,A,1.6,0.6,1.0,66
667,2019-11-15 19:25:49+00:00,Friday,15,11,2019,19,25,soda,A,1.6,0.6,1.0,65
669,2019-11-15 19:27:45+00:00,Friday,15,11,2019,19,27,nrj,A,1.8,0.8,1.0,47
672,2019-11-15 19:30:46+00:00,Friday,15,11,2019,19,30,nrj,A,1.8,0.8,1.0,46
673,2019-11-15 19:31:01+00:00,Friday,15,11,2019,19,31,coffee,A,1.0,0.3,0.7,182
678,2019-11-15 19:39:56+00:00,Friday,15,11,2019,19,39,soda,A,1.6,0.6,1.0,64
679,2019-11-15 19:47:13+00:00,Friday,15,11,2019,19,47,nrj,A,1.8,0.8,1.0,45
687,2019-11-15 20:34:34+00:00,Friday,15,11,2019,20,34,nrj,A,1.8,0.8,1.0,44
689,2019-11-15 20:40:33+00:00,Friday,15,11,2019,20,40,nrj,A,1.8,0.8,1.0,43
690,2019-11-15 20:41:40+00:00,Friday,15,11,2019,20,41,nrj,A,1.8,0.8,1.0,42
693,2019-11-15 21:00:23+00:00,Friday,15,11,2019,21,0,soda,A,1.6,0.6,1.0,63
700,2019-11-15 21:20:41+00:00,Friday,15,11,2019,21,20,nrj,A,1.8,0.8,1.0,41
703,2019-11-15 21:35:15+00:00,Friday,15,11,2019,21,35,soda,A,1.6,0.6,1.0,62
706,2019-11-15 21:42:56+00:00,Friday,15,11,2019,21,42,nrj,A,1.8,0.8,1.0,40
713,2019-11-15 22:21:17+00:00,Friday,15,11,2019,22,21,nrj,A,1.8,0.8,1.0,39
726,2019-11-15 23:06:52+00:00,Friday,15,11,2019,23,6,soda,A,1.6,0.6,1.0,61
729,2019-11-15 23:17:18+00:00,Friday,15,11,2019,23,17,soda,A,1.6,0.6,1.0,60
730,2019-11-15 23:17:46+00:00,Friday,15,11,2019,23,17,nrj,A,1.8,0.8,1.0,38
733,2019-11-15 23:43:01+00:00,Friday,15,11,2019,23,43,soda,A,1.6,0.6,1.0,59
735,2019-11-15 23:52:37+00:00,Friday,15,11,2019,23,52,nrj,A,1.8,0.8,1.0,37
736,2019-11-15 23:59:35+00:00,Friday,15,11,2019,23,59,nrj,A,1.8,0.8,1.0,36
741,2019-11-16 00:28:33+00:00,Saturday,16,11,2019,0,28,nrj,A,1.8,0.8,1.0,35
742,2019-11-16 00:38:59+00:00,Saturday,16,11,2019,0,38,soda,A,1.6,0.6,1.0,58
743,2019-11-16 00:41:10+00:00,Saturday,16,11,2019,0,41,nrj,A,1.8,0.8,1.0,34
746,2019-11-16 01:08:04+00:00,Saturday,16,11,2019,1,8,soda,A,1.6,0.6,1.0,57
747,2019-11-16 01:28:20+00:00,Saturday,16,11,2019,1,28,nrj,A,1.8,0.8,1.0,33
749,2019-11-16 01:33:14+00:00,Saturday,16,11,2019,1,33,nrj,A,1.8,0.8,1.0,32
750,2019-11-16 01:39:19+00:00,Saturday,16,11,2019,1,39,soda,A,1.6,0.6,1.0,56
751,2019-11-16 05:00:39+00:00,Saturday,16,11,2019,5,0,soda,A,1.6,0.6,1.0,55
752,2019-11-16 05:01:30+00:00,Saturday,16,11,2019,5,1,soda,A,1.6,0.6,1.0,54
757,2019-11-16 05:28:23+00:00,Saturday,16,11,2019,5,28,coffee,A,1.0,0.3,0.7,181
759,2019-11-16 05:59:50+00:00,Saturday,16,11,2019,5,59,soda,A,1.6,0.6,1.0,53
760,2019-11-16 06:02:31+00:00,Saturday,16,11,2019,6,2,coffee,A,1.0,0.3,0.7,180
765,2019-11-16 06:15:56+00:00,Saturday,16,11,2019,6,15,coffee,A,1.0,0.3,0.7,179
771,2019-11-16 06:45:22+00:00,Saturday,16,11,2019,6,45,coffee,A,1.0,0.3,0.7,178
773,2019-11-16 06:52:55+00:00,Saturday,16,11,2019,6,52,coffee,A,1.0,0.3,0.7,177
775,2019-11-16 07:23:28+00:00,Saturday,16,11,2019,7,23,coffee,A,1.0,0.3,0.7,176
787,2019-11-16 08:04:23+00:00,Saturday,16,11,2019,8,4,coffee,A,1.0,0.3,0.7,175
796,2019-11-16 08:43:06+00:00,Saturday,16,11,2019,8,43,coffee,A,1.0,0.3,0.7,174
798,2019-11-16 08:46:28+00:00,Saturday,16,11,2019,8,46,soda,A,1.6,0.6,1.0,52
799,2019-11-16 08:47:18+00:00,Saturday,16,11,2019,8,47,coffee,A,1.0,0.3,0.7,173
800,2019-11-16 08:49:00+00:00,Saturday,16,11,2019,8,49,coffee,A,1.0,0.3,0.7,172
802,2019-11-16 08:50:18+00:00,Saturday,16,11,2019,8,50,coffee,A,1.0,0.3,0.7,171
804,2019-11-16 08:55:39+00:00,Saturday,16,11,2019,8,55,coffee,A,1.0,0.3,0.7,170
807,2019-11-16 09:10:18+00:00,Saturday,16,11,2019,9,10,soda,A,1.6,0.6,1.0,51
809,2019-11-16 09:13:00+00:00,Saturday,16,11,2019,9,13,coffee,A,1.0,0.3,0.7,169
812,2019-11-16 09:33:36+00:00,Saturday,16,11,2019,9,33,coffee,A,1.0,0.3,0.7,168
813,2019-11-16 09:35:12+00:00,Saturday,16,11,2019,9,35,soda,A,1.6,0.6,1.0,50
823,2019-11-16 10:12:57+00:00,Saturday,16,11,2019,10,12,coffee,A,1.0,0.3,0.7,167
825,2019-11-16 10:16:22+00:00,Saturday,16,11,2019,10,16,coffee,A,1.0,0.3,0.7,166
828,2019-11-16 10:27:35+00:00,Saturday,16,11,2019,10,27,soda,A,1.6,0.6,1.0,49
829,2019-11-16 10:28:02+00:00,Saturday,16,11,2019,10,28,soda,A,1.6,0.6,1.0,48
841,2019-11-16 11:11:38+00:00,Saturday,16,11,2019,11,11,coffee,A,1.0,0.3,0.7,165
850,2019-11-16 11:36:57+00:00,Saturday,16,11,2019,11,36,coffee,A,1.0,0.3,0.7,164
852,2019-11-16 11:38:59+00:00,Saturday,16,11,2019,11,38,soda,A,1.6,0.6,1.0,47
856,2019-11-16 11:54:05+00:00,Saturday,16,11,2019,11,54,coffee,A,1.0,0.3,0.7,163
858,2019-11-16 11:56:30+00:00,Saturday,16,11,2019,11,56,soda,A,1.6,0.6,1.0,46
860,2019-11-16 12:12:30+00:00,Saturday,16,11,2019,12,12,coffee,A,1.0,0.3,0.7,162
868,2019-11-16 12:34:31+00:00,Saturday,16,11,2019,12,34,coffee,A,1.0,0.3,0.7,161
873,2019-11-16 13:03:23+00:00,Saturday,16,11,2019,13,3,soda,A,1.6,0.6,1.0,45
875,2019-11-16 13:08:42+00:00,Saturday,16,11,2019,13,8,coffee,A,1.0,0.3,0.7,160
885,2019-11-16 14:01:03+00:00,Saturday,16,11,2019,14,1,coffee,A,1.0,0.3,0.7,159
890,2019-11-16 14:18:27+00:00,Saturday,16,11,2019,14,18,coffee,A,1.0,0.3,0.7,158
893,2019-11-16 14:52:05+00:00,Saturday,16,11,2019,14,52,coffee,A,1.0,0.3,0.7,157
895,2019-11-16 15:03:31+00:00,Saturday,16,11,2019,15,3,coffee,A,1.0,0.3,0.7,156
902,2019-11-16 15:34:04+00:00,Saturday,16,11,2019,15,34,coffee,A,1.0,0.3,0.7,155
903,2019-11-16 15:34:46+00:00,Saturday,16,11,2019,15,34,nrj,A,1.8,0.8,1.0,31
906,2019-11-16 15:39:03+00:00,Saturday,16,11,2019,15,39,soda,A,1.6,0.6,1.0,44
909,2019-11-16 16:04:31+00:00,Saturday,16,11,2019,16,4,nrj,A,1.8,0.8,1.0,30
913,2019-11-16 16:46:59+00:00,Saturday,16,11,2019,16,46,coffee,A,1.0,0.3,0.7,154
914,2019-11-16 16:51:20+00:00,Saturday,16,11,2019,16,51,soda,A,1.6,0.6,1.0,43
918,2019-11-16 17:16:46+00:00,Saturday,16,11,2019,17,16,soda,A,1.6,0.6,1.0,42
921,2019-11-16 17:23:20+00:00,Saturday,16,11,2019,17,23,coffee,A,1.0,0.3,0.7,153
929,2019-11-16 18:07:21+00:00,Saturday,16,11,2019,18,7,coffee,A,1.0,0.3,0.7,152
932,2019-11-16 18:46:42+00:00,Saturday,16,11,2019,18,46,nrj,A,1.8,0.8,1.0,29
938,2019-11-16 19:02:50+00:00,Saturday,16,11,2019,19,2,nrj,A,1.8,0.8,1.0,28
945,2019-11-16 19:33:16+00:00,Saturday,16,11,2019,19,33,nrj,A,1.8,0.8,1.0,27
949,2019-11-16 19:46:05+00:00,Saturday,16,11,2019,19,46,nrj,A,1.8,0.8,1.0,26
953,2019-11-16 20:04:25+00:00,Saturday,16,11,2019,20,4,nrj,A,1.8,0.8,1.0,25
958,2019-11-16 20:29:38+00:00,Saturday,16,11,2019,20,29,coffee,A,1.0,0.3,0.7,151
961,2019-11-16 20:46:44+00:00,Saturday,16,11,2019,20,46,nrj,A,1.8,0.8,1.0,24
964,2019-11-16 20:59:14+00:00,Saturday,16,11,2019,20,59,nrj,A,1.8,0.8,1.0,23
966,2019-11-16 21:07:32+00:00,Saturday,16,11,2019,21,7,soda,A,1.6,0.6,1.0,41
968,2019-11-16 21:09:48+00:00,Saturday,16,11,2019,21,9,nrj,A,1.8,0.8,1.0,22
981,2019-11-16 22:30:37+00:00,Saturday,16,11,2019,22,30,nrj,A,1.8,0.8,1.0,21
982,2019-11-16 22:42:46+00:00,Saturday,16,11,2019,22,42,nrj,A,1.8,0.8,1.0,20
989,2019-11-16 23:37:31+00:00,Saturday,16,11,2019,23,37,nrj,A,1.8,0.8,1.0,19
997,2019-11-17 01:57:36+00:00,Sunday,17,11,2019,1,57,coffee,A,1.0,0.3,0.7,150
998,2019-11-17 05:12:59+00:00,Sunday,17,11,2019,5,12,coffee,A,1.0,0.3,0.7,149
1000,2019-11-17 05:20:57+00:00,Sunday,17,11,2019,5,20,coffee,A,1.0,0.3,0.7,148
1006,2019-11-17 05:32:25+00:00,Sunday,17,11,2019,5,32,coffee,A,1.0,0.3,0.7,147
1011,2019-11-17 05:43:18+00:00,Sunday,17,11,2019,5,43,coffee,A,1.0,0.3,0.7,146
1012,2019-11-17 05:46:39+00:00,Sunday,17,11,2019,5,46,soda,A,1.6,0.6,1.0,40
