,full_date,day_of_week,day,month,year,hour,minute,product,machine,selling_price,cost_price,profit,inventory
82,2019-11-14 16:41:07+00:00,Thursday,14,11,2019,16,41,soda,B,1.6,0.6,1.0,116
101,2019-11-14 17:42:37+00:00,Thursday,14,11,2019,17,42,nrj,B,1.8,0.8,1.0,59
103,2019-11-14 17:46:00+00:00,Thursday,14,11,2019,17,46,soda,B,1.6,0.6,1.0,115
108,2019-11-14 18:11:58+00:00,Thursday,14,11,2019,18,11,soda,B,1.6,0.6,1.0,114
111,2019-11-14 18:16:12+00:00,Thursday,14,11,2019,18,16,soda,B,1.6,0.6,1.0,113
113,2019-11-14 18:22:46+00:00,Thursday,14,11,2019,18,22,soda,B,1.6,0.6,1.0,112
115,2019-11-14 18:29:18+00:00,Thursday,14,11,2019,18,29,nrj,B,1.8,0.8,1.0,58
119,2019-11-14 18:44:13+00:00,Thursday,14,11,2019,18,44,nrj,B,1.8,0.8,1.0,57
127,2019-11-14 19:28:20+00:00,Thursday,14,11,2019,19,28,nrj,B,1.8,0.8,1.0,56
133,2019-11-14 20:12:53+00:00,Thursday,14,11,2019,20,12,nrj,B,1.8,0.8,1.0,55
135,2019-11-14 20:15:06+00:00,Thursday,14,11,2019,20,15,soda,B,1.6,0.6,1.0,111
141,2019-11-14 21:05:16+00:00,Thursday,14,11,2019,21,5,nrj,B,1.8,0.8,1.0,54
144,2019-11-14 21:15:24+00:00,Thursday,14,11,2019,21,15,coffee,B,1.0,0.3,0.7,265
148,2019-11-14 21:37:27+00:00,Thursday,14,11,2019,21,37,soda,B,1.6,0.6,1.0,110
149,2019-11-14 21:47:31+00:00,Thursday,14,11,2019,21,47,soda,B,1.6,0.6,1.0,109
156,2019-11-14 22:46:20+00:00,Thursday,14,11,2019,22,46,nrj,B,1.8,0.8,1.0,53
157,2019-11-14 22:46:29+00:00,Thursday,14,11,2019,22,46,soda,B,1.6,0.6,1.0,108
174,2019-11-15 01:13:55+00:00,Friday,15,11,2019,1,13,nrj,B,1.8,0.8,1.0,52
181,2019-11-15 05:08:38+00:00,Friday,15,11,2019,5,8,coffee,B,1.0,0.3,0.7,264
187,2019-11-15 05:19:07+00:00,Friday,15,11,2019,5,19,coffee,B,1.0,0.3,0.7,263
190,2019-11-15 05:23:19+00:00,Friday,15,11,2019,5,23,coffee,B,1.0,0.3,0.7,262
197,2019-11-15 05:40:53+00:00,Friday,15,11,2019,5,40,coffee,B,1.0,0.3,0.7,261
200,2019-11-15 05:51:53+00:00,Friday,15,11,2019,5,51,coffee,B,1.0,0.3,0.7,260
204,2019-11-15 05:56:07+00:00,Friday,15,11,2019,5,56,coffee,B,1.0,0.3,0.7,259
218,2019-11-15 06:34:08+00:00,Friday,15,11,2019,6,34,coffee,B,1.0,0.3,0.7,258
221,2019-11-15 06:41:34+00:00,Friday,15,11,2019,6,41,coffee,B,1.0,0.3,0.7,257
225,2019-11-15 06:45:26+00:00,Friday,15,11,2019,6,45,coffee,B,1.0,0.3,0.7,256
229,2019-11-15 06:51:45+00:00,Friday,15,11,2019,6,51,coffee,B,1.0,0.3,0.7,255
233,2019-11-15 07:04:12+00:00,Friday,15,11,2019,7,4,soda,B,1.6,0.6,1.0,107
234,2019-11-15 07:04:18+00:00,Friday,15,11,2019,7,4,coffee,B,1.0,0.3,0.7,254
250,2019-11-15 07:26:59+00:00,Friday,15,11,2019,7,26,coffee,B,1.0,0.3,0.7,253
262,2019-11-15 07:47:17+00:00,Friday,15,11,2019,7,47,coffee,B,1.0,0.3,0.7,252
264,2019-11-15 07:55:19+00:00,Friday,15,11,2019,7,55,coffee,B,1.0,0.3,0.7,251
265,2019-11-15 07:55:58+00:00,Friday,15,11,2019,7,55,soda,B,1.6,0.6,1.0,106
272,2019-11-15 08:07:19+00:00,Friday,15,11,2019,8,7,soda,B,1.6,0.6,1.0,105
273,2019-11-15 08:07:29+00:00,Friday,15,11,2019,8,7,coffee,B,1.0,0.3,0.7,250
277,2019-11-15 08:11:00+00:00,Friday,15,11,2019,8,11,coffee,B,1.0,0.3,0.7,249
288,2019-11-15 08:30:35+00:00,Friday,15,11,2019,8,30,coffee,B,1.0,0.3,0.7,248
296,2019-11-15 08:41:03+00:00,Friday,15,11,2019,8,41,coffee,B,1.0,0.3,0.7,247
306,2019-11-15 08:53:07+00:00,Friday,15,11,2019,8,53,coffee,B,1.0,0.3,0.7,246
313,2019-11-15 09:05:54+00:00,Friday,15,11,2019,9,5,coffee,B,1.0,0.3,0.7,245
314,2019-11-15 09:07:29+00:00,Friday,15,11,2019,9,7,coffee,B,1.0,0.3,0.7,244
315,2019-11-15 09:09:34+00:00,Friday,15,11,2019,9,9,coffee,B,1.0,0.3,0.7,243
317,2019-11-15 09:12:55+00:00,Friday,15,11,2019,9,12,coffee,B,1.0,0.3,0.7,242
335,2019-11-15 09:25:13+00:00,Friday,15,11,2019,9,25,coffee,B,1.0,0.3,0.7,241
338,2019-11-15 09:32:01+00:00,Friday,15,11,2019,9,32,soda,B,1.6,0.6,1.0,104
340,2019-11-15 09:35:02+00:00,Friday,15,11,2019,9,35,coffee,B,1.0,0.3,0.7,240
343,2019-11-15 09:40:05+00:00,Friday,15,11,2019,9,40,coffee,B,1.0,0.3,0.7,239
348,2019-11-15 09:47:54+00:00,Friday,15,11,2019,9,47,coffee,B,1.0,0.3,0.7,238
356,2019-11-15 09:51:54+00:00,Friday,15,11,2019,9,51,coffee,B,1.0,0.3,0.7,237
367,2019-11-15 10:04:26+00:00,Friday,15,11,2019,10,4,soda,B,1.6,0.6,1.0,103
369,2019-11-15 10:06:46+00:00,Friday,15,11,2019,10,6,coffee,B,1.0,0.3,0.7,236
370,2019-11-15 10:07:38+00:00,Friday,15,11,2019,10,7,coffee,B,1.0,0.3,0.7,235
372,2019-11-15 10:12:59+00:00,Friday,15,11,2019,10,12,coffee,B,1.0,0.3,0.7,234
373,2019-11-15 10:13:52+00:00,Friday,15,11,2019,10,13,coffee,B,1.0,0.3,0.7,233
374,2019-11-15 10:13:55+00:00,Friday,15,11,2019,10,13,coffee,B,1.0,0.3,0.7,232
375,2019-11-15 10:15:18+00:00,Friday,15,11,2019,10,15,coffee,B,1.0,0.3,0.7,231
376,2019-11-15 10:22:50+00:00,Friday,15,11,2019,10,22,soda,B,1.6,0.6,1.0,102
377,2019-11-15 10:28:02+00:00,Friday,15,11,2019,10,28,coffee,B,1.0,0.3,0.7,230
382,2019-11-15 10:34:25+00:00,Friday,15,11,2019,10,34,coffee,B,1.0,0.3,0.7,229
388,2019-11-15 10:38:34+00:00,Friday,15,11,2019,10,38,coffee,B,1.0,0.3,0.7,228
392,2019-11-15 10:43:08+00:00,Friday,15,11,2019,10,43,coffee,B,1.0,0.3,0.7,227
393,2019-11-15 10:44:22+00:00,Friday,15,11,2019,10,44,coffee,B,1.0,0.3,0.7,226
396,2019-11-15 10:48:09+00:00,Friday,15,11,2019,10,48,coffee,B,1.0,0.3,0.7,225
397,2019-11-15 10:51:06+00:00,Friday,15,11,2019,10,51,coffee,B,1.0,0.3,0.7,224
403,2019-11-15 11:04:09+00:00,Friday,15,11,2019,11,4,coffee,B,1.0,0.3,0.7,223
408,2019-11-15 11:09:55+00:00,Friday,15,11,2019,11,9,soda,B,1.6,0.6,1.0,101
420,2019-11-15 11:24:28+00:00,Friday,15,11,2019,11,24,coffee,B,1.0,0.3,0.7,222
424,2019-11-15 11:28:33+00:00,Friday,15,11,2019,11,28,coffee,B,1.0,0.3,0.7,221
433,2019-11-15 11:43:21+00:00,Friday,15,11,2019,11,43,coffee,B,1.0,0.3,0.7,220
437,2019-11-15 11:48:26+00:00,Friday,15,11,2019,11,48,soda,B,1.6,0.6,1.0,100
440,2019-11-15 11:51:00+00:00,Friday,15,11,2019,11,51,coffee,B,1.0,0.3,0.7,219
441,2019-11-15 11:51:20+00:00,Friday,15,11,2019,11,51,soda,B,1.6,0.6,1.0,99
443,2019-11-15 11:52:10+00:00,Friday,15,11,2019,11,52,soda,B,1.6,0.6,1.0,98
448,2019-11-15 11:57:50+00:00,Friday,15,11,2019,11,57,coffee,B,1.0,0.3,0.7,218
452,2019-11-15 12:01:05+00:00,Friday,15,11,2019,12,1,coffee,B,1.0,0.3,0.7,217
453,2019-11-15 12:01:09+00:00,Friday,15,11,2019,12,1,coffee,B,1.0,0.3,0.7,216
457,2019-11-15 12:11:27+00:00,Friday,15,11,2019,12,11,coffee,B,1.0,0.3,0.7,215
458,2019-11-15 12:11:44+00:00,Friday,15,11,2019,12,11,nrj,B,1.8,0.8,1.0,51
466,2019-11-15 12:22:35+00:00,Friday,15,11,2019,12,22,coffee,B,1.0,0.3,0.7,214
468,2019-11-15 12:24:59+00:00,Friday,15,11,2019,12,24,coffee,B,1.0,0.3,0.7,213
470,2019-11-15 12:27:54+00:00,Friday,15,11,2019,12,27,soda,B,1.6,0.6,1.0,97
477,2019-11-15 12:37:55+00:00,Friday,15,11,2019,12,37,nrj,B,1.8,0.8,1.0,50
479,2019-11-15 12:38:32+00:00,Friday,15,11,2019,12,38,coffee,B,1.0,0.3,0.7,212
488,2019-11-15 12:51:07+00:00,Friday,15,11,2019,12,51,coffee,B,1.0,0.3,0.7,211
490,2019-11-15 12:53:51+00:00,Friday,15,11,2019,12,53,coffee,B,1.0,0.3,0.7,210
493,2019-11-15 13:02:45+00:00,Friday,15,11,2019,13,2,coffee,B,1.0,0.3,0.7,209
497,2019-11-15 13:07:53+00:00,Friday,15,11,2019,13,7,soda,B,1.6,0.6,1.0,96
504,2019-11-15 13:14:51+00:00,Friday,15,11,2019,13,14,coffee,B,1.0,0.3,0.7,208
507,2019-11-15 13:21:18+00:00,Friday,15,11,2019,13,21,soda,B,1.6,0.6,1.0,95
510,2019-11-15 13:24:17+00:00,Friday,15,11,2019,13,24,soda,B,1.6,0.6,1.0,94
514,2019-11-15 13:34:14+00:00,Friday,15,11,2019,13,34,coffee,B,1.0,0.3,0.7,207
520,2019-11-15 13:52:51+00:00,Friday,15,11,2019,13,52,coffee,B,1.0,0.3,0.7,206
521,2019-11-15 13:53:21+00:00,Friday,15,11,2019,13,53,coffee,B,1.0,0.3,0.7,205
522,2019-11-15 13:57:13+00:00,Friday,15,11,2019,13,57,coffee,B,1.0,0.3,0.7,204
528,2019-11-15 14:05:52+00:00,Friday,15,11,2019,14,5,coffee,B,1.0,0.3,0.7,203
538,2019-11-15 14:31:26+00:00,Friday,15,11,2019,14,31,coffee,B,1.0,0.3,0.7,202
544,2019-11-15 14:39:55+00:00,Friday,15,11,2019,14,39,coffee,B,1.0,0.3,0.7,201
546,2019-11-15 14:47:17+00:00,Friday,15,11,2019,14,47,coffee,B,1.0,0.3,0.7,200
554,2019-11-15 15:02:22+00:00,Friday,15,11,2019,15,2,soda,B,1.6,0.6,1.0,93
561,2019-11-15 15:17:17+00:00,Friday,15,11,2019,15,17,soda,B,1.6,0.6,1.0,92
578,2019-11-15 15:52:37+00:00,Friday,15,11,2019,15,52,coffee,B,1.0,0.3,0.7,199
580,2019-11-15 15:57:22+00:00,Friday,15,11,2019,15,57,coffee,B,1.0,0.3,0.7,198
583,2019-11-15 16:03:17+00:00,Friday,15,11,2019,16,3,coffee,B,1.0,0.3,0.7,197
592,2019-11-15 16:14:25+00:00,Friday,15,11,2019,16,14,soda,B,1.6,0.6,1.0,91
598,2019-11-15 16:25:42+00:00,Friday,15,11,2019,16,25,soda,B,1.6,0.6,1.0,90
601,2019-11-15 16:29:35+00:00,Friday,15,11,2019,16,29,coffee,B,1.0,0.3,0.7,196
613,2019-11-15 16:41:06+00:00,Friday,15,11,2019,16,41,soda,B,1.6,0.6,1.0,89
614,2019-11-15 16:42:42+00:00,Friday,15,11,2019,16,42,nrj,B,1.8,0.8,1.0,49
616,2019-11-15 16:52:00+00:00,Friday,15,11,2019,16,52,soda,B,1.6,0.6,1.0,88
624,2019-11-15 17:22:09+00:00,Friday,15,11,2019,17,22,nrj,B,1.8,0.8,1.0,48
626,2019-11-15 17:28:43+00:00,Friday,15,11,2019,17,28,coffee,B,1.0,0.3,0.7,195
628,2019-11-15 17:35:27+00:00,Friday,15,11,2019,17,35,soda,B,1.6,0.6,1.0,87
636,2019-11-15 17:57:04+00:00,Friday,15,11,2019,17,57,coffee,B,1.0,0.3,0.7,194
646,2019-11-15 18:32:42+00:00,Friday,15,11,2019,18,32,soda,B,1.6,0.6,1.0,86
648,2019-11-15 18:41:54+00:00,Friday,15,11,2019,18,41,coffee,B,1.0,0.3,0.7,193
652,2019-11-15 18:47:59+00:00,Friday,15,11,2019,18,47,nrj,B,1.8,0.8,1.0,47
666,2019-11-15 19:25:23+00:00,Friday,15,11,2019,19,25,soda,B,1.6,0.6,1.0,85
668,2019-11-15 19:27:15+00:00,Friday,15,11,2019,19,27,nrj,B,1.8,0.8,1.0,46
680,2019-11-15 20:10:39+00:00,Friday,15,11,2019,20,10,nrj,B,1.8,0.8,1.0,45
686,2019-11-15 20:29:15+00:00,Friday,15,11,2019,20,29,nrj,B,1.8,0.8,1.0,44
688,2019-11-15 20:38:05+00:00,Friday,15,11,2019,20,38,soda,B,1.6,0.6,1.0,84
691,2019-11-15 20:47:23+00:00,Friday,15,11,2019,20,47,soda,B,1.6,0.6,1.0,83
707,2019-11-15 21:43:19+00:00,Friday,15,11,2019,21,43,soda,B,1.6,0.6,1.0,82
715,2019-11-15 22:33:18+00:00,Friday,15,11,2019,22,33,nrj,B,1.8,0.8,1.0,43
718,2019-11-15 22:43:03+00:00,Friday,15,11,2019,22,43,nrj,B,1.8,0.8,1.0,42
719,2019-11-15 22:51:09+00:00,Friday,15,11,2019,22,51,soda,B,1.6,0.6,1.0,81
723,2019-11-15 23:01:09+00:00,Friday,15,11,2019,23,1,nrj,B,1.8,0.8,1.0,41
728,2019-11-15 23:14:50+00:00,Friday,15,11,2019,23,14,soda,B,1.6,0.6,1.0,80
737,2019-11-16 00:06:20+00:00,Saturday,16,11,2019,0,6,soda,B,1.6,0.6,1.0,79
755,2019-11-16 05:16:35+00:00,Saturday,16,11,2019,5,16,soda,B,1.6,0.6,1.0,78
762,2019-11-16 06:09:34+00:00,Saturday,16,11,2019,6,9,coffee,B,1.0,0.3,0.7,192
764,2019-11-16 06:13:30+00:00,Saturday,16,11,2019,6,13,coffee,B,1.0,0.3,0.7,191
767,2019-11-16 06:21:29+00:00,Saturday,16,11,2019,6,21,coffee,B,1.0,0.3,0.7,190
768,2019-11-16 06:21:51+00:00,Saturday,16,11,2019,6,21,coffee,B,1.0,0.3,0.7,189
770,2019-11-16 06:35:10+00:00,Saturday,16,11,2019,6,35,soda,B,1.6,0.6,1.0,77
774,2019-11-16 07:11:36+00:00,Saturday,16,11,2019,7,11,coffee,B,1.0,0.3,0.7,188
779,2019-11-16 07:37:44+00:00,Saturday,16,11,2019,7,37,coffee,B,1.0,0.3,0.7,187
781,2019-11-16 07:50:56+00:00,Saturday,16,11,2019,7,50,coffee,B,1.0,0.3,0.7,186
785,2019-11-16 08:00:30+00:00,Saturday,16,11,2019,8,0,coffee,B,1.0,0.3,0.7,185
786,2019-11-16 08:00:44+00:00,Saturday,16,11,2019,8,0,coffee,B,1.0,0.3,0.7,184
789,2019-11-16 08:12:21+00:00,Saturday,16,11,2019,8,12,soda,B,1.6,0.6,1.0,76
795,2019-11-16 08:40:42+00:00,Saturday,16,11,2019,8,40,coffee,B,1.0,0.3,0.7,183
801,2019-11-16 08:49:31+00:00,Saturday,16,11,2019,8,49,coffee,B,1.0,0.3,0.7,182
818,2019-11-16 10:01:34+00:00,Saturday,16,11,2019,10,1,soda,B,1.6,0.6,1.0,75
819,2019-11-16 10:03:52+00:00,Saturday,16,11,2019,10,3,coffee,B,1.0,0.3,0.7,181
830,2019-11-16 10:29:49+00:00,Saturday,16,11,2019,10,29,coffee,B,1.0,0.3,0.7,180
832,2019-11-16 10:37:08+00:00,Saturday,16,11,2019,10,37,coffee,B,1.0,0.3,0.7,179
833,2019-11-16 10:37:53+00:00,Saturday,16,11,2019,10,37,soda,B,1.6,0.6,1.0,74
835,2019-11-16 10:50:16+00:00,Saturday,16,11,2019,10,50,soda,B,1.6,0.6,1.0,73
837,2019-11-16 11:00:24+00:00,Saturday,16,11,2019,11,0,soda,B,1.6,0.6,1.0,72
839,2019-11-16 11:07:45+00:00,Saturday,16,11,2019,11,7,coffee,B,1.0,0.3,0.7,178
842,2019-11-16 11:12:02+00:00,Saturday,16,11,2019,11,12,coffee,B,1.0,0.3,0.7,177
844,2019-11-16 11:14:46+00:00,Saturday,16,11,2019,11,14,soda,B,1.6,0.6,1.0,71
845,2019-11-16 11:16:10+00:00,Saturday,16,11,2019,11,16,coffee,B,1.0,0.3,0.7,176
849,2019-11-16 11:34:48+00:00,Saturday,16,11,2019,11,34,coffee,B,1.0,0.3,0.7,175
855,2019-11-16 11:52:13+00:00,Saturday,16,11,2019,11,52,coffee,B,1.0,0.3,0.7,174
859,2019-11-16 12:06:00+00:00,Saturday,16,11,2019,12,6,coffee,B,1.0,0.3,0.7,173
862,2019-11-16 12:16:14+00:00,Saturday,16,11,2019,12,16,soda,B,1.6,0.6,1.0,70
863,2019-11-16 12:18:46+00:00,Saturday,16,11,2019,12,18,coffee,B,1.0,0.3,0.7,172
864,2019-11-16 12:19:55+00:00,Saturday,16,11,2019,12,19,soda,B,1.6,0.6,1.0,69
865,2019-11-16 12:21:18+00:00,Saturday,16,11,2019,12,21,coffee,B,1.0,0.3,0.7,171
866,2019-11-16 12:28:40+00:00,Saturday,16,11,2019,12,28,soda,B,1.6,0.6,1.0,68
871,2019-11-16 12:57:56+00:00,Saturday,16,11,2019,12,57,coffee,B,1.0,0.3,0.7,170
872,2019-11-16 12:58:08+00:00,Saturday,16,11,2019,12,58,soda,B,1.6,0.6,1.0,67
874,2019-11-16 13:06:43+00:00,Saturday,16,11,2019,13,6,coffee,B,1.0,0.3,0.7,169
878,2019-11-16 13:34:55+00:00,Saturday,16,11,2019,13,34,coffee,B,1.0,0.3,0.7,168
880,2019-11-16 13:48:47+00:00,Saturday,16,11,2019,13,48,nrj,B,1.8,0.8,1.0,40
881,2019-11-16 13:50:08+00:00,Saturday,16,11,2019,13,50,coffee,B,1.0,0.3,0.7,167
886,2019-11-16 14:03:23+00:00,Saturday,16,11,2019,14,3,coffee,B,1.0,0.3,0.7,166
889,2019-11-16 14:08:00+00:00,Saturday,16,11,2019,14,8,coffee,B,1.0,0.3,0.7,165
892,2019-11-16 14:41:57+00:00,Saturday,16,11,2019,14,41,soda,B,1.6,0.6,1.0,66
896,2019-11-16 15:07:48+00:00,Saturday,16,11,2019,15,7,soda,B,1.6,0.6,1.0,65
897,2019-11-16 15:09:09+00:00,Saturday,16,11,2019,15,9,coffee,B,1.0,0.3,0.7,164
898,2019-11-16 15:10:55+00:00,Saturday,16,11,2019,15,10,coffee,B,1.0,0.3,0.7,163
907,2019-11-16 15:43:28+00:00,Saturday,16,11,2019,15,43,coffee,B,1.0,0.3,0.7,162
912,2019-11-16 16:35:36+00:00,Saturday,16,11,2019,16,35,soda,B,1.6,0.6,1.0,64
924,2019-11-16 17:50:43+00:00,Saturday,16,11,2019,17,50,soda,B,1.6,0.6,1.0,63
925,2019-11-16 17:52:31+00:00,Saturday,16,11,2019,17,52,soda,B,1.6,0.6,1.0,62
928,2019-11-16 18:05:53+00:00,Saturday,16,11,2019,18,5,nrj,B,1.8,0.8,1.0,39
947,2019-11-16 19:42:40+00:00,Saturday,16,11,2019,19,42,nrj,B,1.8,0.8,1.0,38
954,2019-11-16 20:09:19+00:00,Saturday,16,11,2019,20,9,nrj,B,1.8,0.8,1.0,37
955,2019-11-16 20:22:16+00:00,Saturday,16,11,2019,20,22,nrj,B,1.8,0.8,1.0,36
960,2019-11-16 20:41:48+00:00,Saturday,16,11,2019,20,41,nrj,B,1.8,0.8,1.0,35
963,2019-11-16 20:53:21+00:00,Saturday,16,11,2019,20,53,soda,B,1.6,0.6,1.0,61
967,2019-11-16 21:09:45+00:00,Saturday,16,11,2019,21,9,nrj,B,1.8,0.8,1.0,34
969,2019-11-16 21:10:45+00:00,Saturday,16,11,2019,21,10,nrj,B,1.8,0.8,1.0,33
972,2019-11-16 21:32:15+00:00,Saturday,16,11,2019,21,32,nrj,B,1.8,0.8,1.0,32
976,2019-11-16 21:51:18+00:00,Saturday,16,11,2019,21,51,nrj,B,1.8,0.8,1.0,31
990,2019-11-16 23:54:10+00:00,Saturday,16,11,2019,23,54,coffee,B,1.0,0.3,0.7,161
992,2019-11-17 00:05:58+00:00,Sunday,17,11,2019,0,5,soda,B,1.6,0.6,1.0,60
995,2019-11-17 01:05:22+00:00,Sunday,17,11,2019,1,5,coffee,B,1.0,0.3,0.7,160
1007,2019-11-17 05:34:17+00:00,Sunday,17,11,2019,5,34,soda,B,1.6,0.6,1.0,59
1017,2019-11-17 06:05:23+00:00,Sunday,17,11,2019,6,5,coffee,B,1.0,0.3,0.7,159
1021,2019-11-17 06:18:55+00:00,Sunday,17,11,2019,6,18,soda,B,1.6,0.6,1.0,58
1022,2019-11-17 06:19:05+00:00,Sunday,17,11,2019,6,19,coffee,B,1.0,0.3,0.7,158
1027,2019-11-17 06:37:21+00:00,Sunday,17,11,2019,6,37,coffee,B,1.0,0.3,0.7,157
1028,2019-11-17 06:37:23+00:00,Sunday,17,11,2019,6,37,soda,B,1.6,0.6,1.0,57
1029,2019-11-17 06:37:26+00:00,Sunday,17,11,2019,6,37,soda,B,1.6,0.6,1.0,56
1031,2019-11-17 06:42:22+00:00,Sunday,17,11,2019,6,42,coffee,B,1.0,0.3,0.7,156
1040,2019-11-17 07:25:48+00:00,Sunday,17,11,2019,7,25,coffee,B,1.0,0.3,0.7,155
1051,2019-11-17 08:05:02+00:00,Sunday,17,11,2019,8,5,coffee,B,1.0,0.3,0.7,154
1052,2019-11-17 08:14:45+00:00,Sunday,17,11,2019,8,14,coffee,B,1.0,0.3,0.7,153
1055,2019-11-17 08:25:52+00:00,Sunday,17,11,2019,8,25,coffee,B,1.0,0.3,0.7,152
1056,2019-11-17 08:25:54+00:00,Sunday,17,11,2019,8,25,coffee,B,1.0,0.3,0.7,151
1057,2019-11-17 08:27:36+00:00,Sunday,17,11,2019,8,27,coffee,B,1.0,0.3,0.7,150
1070,2019-11-17 08:57:42+00:00,Sunday,17,11,2019,8,57,coffee,B,1.0,0.3,0.7,149
1074,2019-11-17 09:09:04+00:00,Sunday,17,11,2019,9,9,coffee,B,1.0,0.3,0.7,148
1077,2019-11-17 09:21:59+00:00,Sunday,17,11,2019,9,21,coffee,B,1.0,0.3,0.7,147
1080,2019-11-17 09:34:50+00:00,Sunday,17,11,2019,9,34,coffee,B,1.0,0.3,0.7,146
1084,2019-11-17 09:56:24+00:00,Sunday,17,11,2019,9,56,coffee,B,1.0,0.3,0.7,145
1088,2019-11-17 10:09:38+00:00,Sunday,17,11,2019,10,9,coffee,B,1.0,0.3,0.7,144
1089,2019-11-17 10:11:43+00:00,Sunday,17,11,2019,10,11,coffee,B,1.0,0.3,0.7,143
1093,2019-11-17 10:21:12+00:00,Sunday,17,11,2019,10,21,coffee,B,1.0,0.3,0.7,142
1095,2019-11-17 10:22:53+00:00,Sunday,17,11,2019,10,22,soda,B,1.6,0.6,1.0,55
1096,2019-11-17 10:23:57+00:00,Sunday,17,11,2019,10,23,coffee,B,1.0,0.3,0.7,141
1101,2019-11-17 10:35:58+00:00,Sunday,17,11,2019,10,35,coffee,B,1.0,0.3,0.7,140
1107,2019-11-17 10:52:14+00:00,Sunday,17,11,2019,10,52,coffee,B,1.0,0.3,0.7,139
1110,2019-11-17 11:03:14+00:00,Sunday,17,11,2019,11,3,coffee,B,1.0,0.3,0.7,138
1114,2019-11-17 11:17:51+00:00,Sunday,17,11,2019,11,17,coffee,B,1.0,0.3,0.7,137
1122,2019-11-17 11:55:31+00:00,Sunday,17,11,2019,11,55,soda,B,1.6,0.6,1.0,54
1131,2019-11-17 12:52:58+00:00,Sunday,17,11,2019,12,52,coffee,B,1.0,0.3,0.7,136
1132,2019-11-17 12:56:21+00:00,Sunday,17,11,2019,12,56,soda,B,1.6,0.6,1.0,53
1133,2019-11-17 12:57:34+00:00,Sunday,17,11,2019,12,57,coffee,B,1.0,0.3,0.7,135
1136,2019-11-17 13:06:53+00:00,Sunday,17,11,2019,13,6,coffee,B,1.0,0.3,0.7,134
1137,2019-11-17 13:09:19+00:00,Sunday,17,11,2019,13,9,coffee,B,1.0,0.3,0.7,133
1148,2019-11-17 14:10:18+00:00,Sunday,17,11,2019,14,10,soda,B,1.6,0.6,1.0,52
1149,2019-11-17 14:14:36+00:00,Sunday,17,11,2019,14,14,coffee,B,1.0,0.3,0.7,132
1155,2019-11-17 14:29:00+00:00,Sunday,17,11,2019,14,29,coffee,B,1.0,0.3,0.7,131
1158,2019-11-17 14:45:20+00:00,Sunday,17,11,2019,14,45,coffee,B,1.0,0.3,0.7,130
1161,2019-11-17 15:27:23+00:00,Sunday,17,11,2019,15,27,nrj,B,1.8,0.8,1.0,30
1163,2019-11-17 15:52:45+00:00,Sunday,17,11,2019,15,52,coffee,B,1.0,0.3,0.7,129
1165,2019-11-17 16:08:58+00:00,Sunday,17,11,2019,16,8,coffee,B,1.0,0.3,0.7,128
1168,2019-11-17 16:27:17+00:00,Sunday,17,11,2019,16,27,coffee,B,1.0,0.3,0.7,127
1169,2019-11-17 16:32:54+00:00,Sunday,17,11,2019,16,32,nrj,B,1.8,0.8,1.0,29
1170,2019-11-17 16:35:56+00:00,Sunday,17,11,2019,16,35,soda,B,1.6,0.6,1.0,51
