,full_date,day_of_week,day,month,year,hour,minute,product,machine,selling_price,cost_price,profit,inventory
214,2019-11-15 06:24:54+00:00,Friday,15,11,2019,6,24,soda,D,1.6,0.6,1.0,101
215,2019-11-15 06:25:24+00:00,Friday,15,11,2019,6,25,coffee,D,1.0,0.3,0.7,256
216,2019-11-15 06:27:43+00:00,Friday,15,11,2019,6,27,coffee,D,1.0,0.3,0.7,255
219,2019-11-15 06:35:04+00:00,Friday,15,11,2019,6,35,coffee,D,1.0,0.3,0.7,254
226,2019-11-15 06:48:01+00:00,Friday,15,11,2019,6,48,soda,D,1.6,0.6,1.0,100
230,2019-11-15 06:57:25+00:00,Friday,15,11,2019,6,57,coffee,D,1.0,0.3,0.7,253
236,2019-11-15 07:08:32+00:00,Friday,15,11,2019,7,8,coffee,D,1.0,0.3,0.7,252
237,2019-11-15 07:09:25+00:00,Friday,15,11,2019,7,9,coffee,D,1.0,0.3,0.7,251
239,2019-11-15 07:10:52+00:00,Friday,15,11,2019,7,10,coffee,D,1.0,0.3,0.7,250
241,2019-11-15 07:11:08+00:00,Friday,15,11,2019,7,11,coffee,D,1.0,0.3,0.7,249
246,2019-11-15 07:18:51+00:00,Friday,15,11,2019,7,18,coffee,D,1.0,0.3,0.7,248
248,2019-11-15 07:22:45+00:00,Friday,15,11,2019,7,22,coffee,D,1.0,0.3,0.7,247
251,2019-11-15 07:28:42+00:00,Friday,15,11,2019,7,28,coffee,D,1.0,0.3,0.7,246
252,2019-11-15 07:29:26+00:00,Friday,15,11,2019,7,29,soda,D,1.6,0.6,1.0,99
255,2019-11-15 07:32:35+00:00,Friday,15,11,2019,7,32,coffee,D,1.0,0.3,0.7,245
256,2019-11-15 07:33:01+00:00,Friday,15,11,2019,7,33,coffee,D,1.0,0.3,0.7,244
267,2019-11-15 08:01:13+00:00,Friday,15,11,2019,8,1,coffee,D,1.0,0.3,0.7,243
268,2019-11-15 08:02:55+00:00,Friday,15,11,2019,8,2,soda,D,1.6,0.6,1.0,98
269,2019-11-15 08:04:41+00:00,Friday,15,11,2019,8,4,coffee,D,1.0,0.3,0.7,242
270,2019-11-15 08:06:43+00:00,Friday,15,11,2019,8,6,coffee,D,1.0,0.3,0.7,241
276,2019-11-15 08:09:50+00:00,Friday,15,11,2019,8,9,coffee,D,1.0,0.3,0.7,240
281,2019-11-15 08:22:06+00:00,Friday,15,11,2019,8,22,coffee,D,1.0,0.3,0.7,239
284,2019-11-15 08:25:21+00:00,Friday,15,11,2019,8,25,coffee,D,1.0,0.3,0.7,238
291,2019-11-15 08:34:10+00:00,Friday,15,11,2019,8,34,coffee,D,1.0,0.3,0.7,237
292,2019-11-15 08:35:29+00:00,Friday,15,11,2019,8,35,coffee,D,1.0,0.3,0.7,236
295,2019-11-15 08:39:21+00:00,Friday,15,11,2019,8,39,coffee,D,1.0,0.3,0.7,235
297,2019-11-15 08:41:16+00:00,Friday,15,11,2019,8,41,coffee,D,1.0,0.3,0.7,234
299,2019-11-15 08:43:10+00:00,Friday,15,11,2019,8,43,coffee,D,1.0,0.3,0.7,233
300,2019-11-15 08:46:30+00:00,Friday,15,11,2019,8,46,soda,D,1.6,0.6,1.0,97
302,2019-11-15 08:47:45+00:00,Friday,15,11,2019,8,47,coffee,D,1.0,0.3,0.7,232
303,2019-11-15 08:48:13+00:00,Friday,15,11,2019,8,48,coffee,D,1.0,0.3,0.7,231
305,2019-11-15 08:48:30+00:00,Friday,15,11,2019,8,48,coffee,D,1.0,0.3,0.7,230
309,2019-11-15 09:00:06+00:00,Friday,15,11,2019,9,0,soda,D,1.6,0.6,1.0,96
319,2019-11-15 09:13:39+00:00,Friday,15,11,2019,9,13,coffee,D,1.0,0.3,0.7,229
320,2019-11-15 09:13:47+00:00,Friday,15,11,2019,9,13,soda,D,1.6,0.6,1.0,95
324,2019-11-15 09:16:33+00:00,Friday,15,11,2019,9,16,coffee,D,1.0,0.3,0.7,228
326,2019-11-15 09:19:00+00:00,Friday,15,11,2019,9,19,coffee,D,1.0,0.3,0.7,227
327,2019-11-15 09:19:52+00:00,Friday,15,11,2019,9,19,coffee,D,1.0,0.3,0.7,226
330,2019-11-15 09:22:23+00:00,Friday,15,11,2019,9,22,coffee,D,1.0,0.3,0.7,225
354,2019-11-15 09:50:06+00:00,Friday,15,11,2019,9,50,coffee,D,1.0,0.3,0.7,224
355,2019-11-15 09:50:29+00:00,Friday,15,11,2019,9,50,soda,D,1.6,0.6,1.0,94
360,2019-11-15 09:57:02+00:00,Friday,15,11,2019,9,57,coffee,D,1.0,0.3,0.7,223
364,2019-11-15 10:03:07+00:00,Friday,15,11,2019,10,3,coffee,D,1.0,0.3,0.7,222
365,2019-11-15 10:03:43+00:00,Friday,15,11,2019,10,3,coffee,D,1.0,0.3,0.7,221
366,2019-11-15 10:04:06+00:00,Friday,15,11,2019,10,4,coffee,D,1.0,0.3,0.7,220
381,2019-11-15 10:33:54+00:00,Friday,15,11,2019,10,33,coffee,D,1.0,0.3,0.7,219
385,2019-11-15 10:35:57+00:00,Friday,15,11,2019,10,35,coffee,D,1.0,0.3,0.7,218
387,2019-11-15 10:38:07+00:00,Friday,15,11,2019,10,38,soda,D,1.6,0.6,1.0,93
389,2019-11-15 10:40:27+00:00,Friday,15,11,2019,10,40,coffee,D,1.0,0.3,0.7,217
391,2019-11-15 10:41:58+00:00,Friday,15,11,2019,10,41,coffee,D,1.0,0.3,0.7,216
394,2019-11-15 10:45:37+00:00,Friday,15,11,2019,10,45,coffee,D,1.0,0.3,0.7,215
412,2019-11-15 11:12:02+00:00,Friday,15,11,2019,11,12,coffee,D,1.0,0.3,0.7,214
413,2019-11-15 11:12:51+00:00,Friday,15,11,2019,11,12,soda,D,1.6,0.6,1.0,92
414,2019-11-15 11:12:53+00:00,Friday,15,11,2019,11,12,coffee,D,1.0,0.3,0.7,213
415,2019-11-15 11:19:48+00:00,Friday,15,11,2019,11,19,coffee,D,1.0,0.3,0.7,212
417,2019-11-15 11:21:01+00:00,Friday,15,11,2019,11,21,coffee,D,1.0,0.3,0.7,211
421,2019-11-15 11:25:28+00:00,Friday,15,11,2019,11,25,soda,D,1.6,0.6,1.0,91
422,2019-11-15 11:26:18+00:00,Friday,15,11,2019,11,26,soda,D,1.6,0.6,1.0,90
426,2019-11-15 11:33:14+00:00,Friday,15,11,2019,11,33,coffee,D,1.0,0.3,0.7,210
432,2019-11-15 11:41:07+00:00,Friday,15,11,2019,11,41,coffee,D,1.0,0.3,0.7,209
436,2019-11-15 11:47:28+00:00,Friday,15,11,2019,11,47,soda,D,1.6,0.6,1.0,89
439,2019-11-15 11:50:15+00:00,Friday,15,11,2019,11,50,coffee,D,1.0,0.3,0.7,208
445,2019-11-15 11:52:15+00:00,Friday,15,11,2019,11,52,coffee,D,1.0,0.3,0.7,207
446,2019-11-15 11:52:34+00:00,Friday,15,11,2019,11,52,coffee,D,1.0,0.3,0.7,206
449,2019-11-15 11:58:51+00:00,Friday,15,11,2019,11,58,coffee,D,1.0,0.3,0.7,205
456,2019-11-15 12:06:56+00:00,Friday,15,11,2019,12,6,coffee,D,1.0,0.3,0.7,204
460,2019-11-15 12:13:18+00:00,Friday,15,11,2019,12,13,nrj,D,1.8,0.8,1.0,54
461,2019-11-15 12:13:51+00:00,Friday,15,11,2019,12,13,soda,D,1.6,0.6,1.0,88
467,2019-11-15 12:22:52+00:00,Friday,15,11,2019,12,22,coffee,D,1.0,0.3,0.7,203
473,2019-11-15 12:30:31+00:00,Friday,15,11,2019,12,30,soda,D,1.6,0.6,1.0,87
476,2019-11-15 12:37:47+00:00,Friday,15,11,2019,12,37,coffee,D,1.0,0.3,0.7,202
484,2019-11-15 12:44:25+00:00,Friday,15,11,2019,12,44,coffee,D,1.0,0.3,0.7,201
485,2019-11-15 12:44:40+00:00,Friday,15,11,2019,12,44,coffee,D,1.0,0.3,0.7,200
487,2019-11-15 12:49:13+00:00,Friday,15,11,2019,12,49,soda,D,1.6,0.6,1.0,86
489,2019-11-15 12:53:29+00:00,Friday,15,11,2019,12,53,coffee,D,1.0,0.3,0.7,199
495,2019-11-15 13:04:53+00:00,Friday,15,11,2019,13,4,coffee,D,1.0,0.3,0.7,198
496,2019-11-15 13:06:19+00:00,Friday,15,11,2019,13,6,coffee,D,1.0,0.3,0.7,197
508,2019-11-15 13:22:08+00:00,Friday,15,11,2019,13,22,coffee,D,1.0,0.3,0.7,196
513,2019-11-15 13:32:50+00:00,Friday,15,11,2019,13,32,coffee,D,1.0,0.3,0.7,195
516,2019-11-15 13:45:15+00:00,Friday,15,11,2019,13,45,coffee,D,1.0,0.3,0.7,194
517,2019-11-15 13:46:38+00:00,Friday,15,11,2019,13,46,soda,D,1.6,0.6,1.0,85
525,2019-11-15 14:01:09+00:00,Friday,15,11,2019,14,1,coffee,D,1.0,0.3,0.7,193
527,2019-11-15 14:05:47+00:00,Friday,15,11,2019,14,5,coffee,D,1.0,0.3,0.7,192
529,2019-11-15 14:06:22+00:00,Friday,15,11,2019,14,6,coffee,D,1.0,0.3,0.7,191
539,2019-11-15 14:31:27+00:00,Friday,15,11,2019,14,31,coffee,D,1.0,0.3,0.7,190
541,2019-11-15 14:32:58+00:00,Friday,15,11,2019,14,32,soda,D,1.6,0.6,1.0,84
550,2019-11-15 14:51:03+00:00,Friday,15,11,2019,14,51,nrj,D,1.8,0.8,1.0,53
551,2019-11-15 14:51:46+00:00,Friday,15,11,2019,14,51,soda,D,1.6,0.6,1.0,83
552,2019-11-15 14:53:02+00:00,Friday,15,11,2019,14,53,coffee,D,1.0,0.3,0.7,189
563,2019-11-15 15:19:36+00:00,Friday,15,11,2019,15,19,soda,D,1.6,0.6,1.0,82
564,2019-11-15 15:22:01+00:00,Friday,15,11,2019,15,22,coffee,D,1.0,0.3,0.7,188
565,2019-11-15 15:22:27+00:00,Friday,15,11,2019,15,22,coffee,D,1.0,0.3,0.7,187
567,2019-11-15 15:24:12+00:00,Friday,15,11,2019,15,24,coffee,D,1.0,0.3,0.7,186
570,2019-11-15 15:27:59+00:00,Friday,15,11,2019,15,27,coffee,D,1.0,0.3,0.7,185
573,2019-11-15 15:32:56+00:00,Friday,15,11,2019,15,32,coffee,D,1.0,0.3,0.7,184
587,2019-11-15 16:08:49+00:00,Friday,15,11,2019,16,8,nrj,D,1.8,0.8,1.0,52
588,2019-11-15 16:10:28+00:00,Friday,15,11,2019,16,10,soda,D,1.6,0.6,1.0,81
589,2019-11-15 16:11:14+00:00,Friday,15,11,2019,16,11,coffee,D,1.0,0.3,0.7,183
590,2019-11-15 16:11:44+00:00,Friday,15,11,2019,16,11,soda,D,1.6,0.6,1.0,80
591,2019-11-15 16:12:25+00:00,Friday,15,11,2019,16,12,nrj,D,1.8,0.8,1.0,51
596,2019-11-15 16:22:41+00:00,Friday,15,11,2019,16,22,coffee,D,1.0,0.3,0.7,182
600,2019-11-15 16:29:01+00:00,Friday,15,11,2019,16,29,coffee,D,1.0,0.3,0.7,181
608,2019-11-15 16:35:21+00:00,Friday,15,11,2019,16,35,coffee,D,1.0,0.3,0.7,180
609,2019-11-15 16:36:20+00:00,Friday,15,11,2019,16,36,coffee,D,1.0,0.3,0.7,179
610,2019-11-15 16:36:56+00:00,Friday,15,11,2019,16,36,nrj,D,1.8,0.8,1.0,50
617,2019-11-15 16:52:10+00:00,Friday,15,11,2019,16,52,coffee,D,1.0,0.3,0.7,178
622,2019-11-15 17:20:30+00:00,Friday,15,11,2019,17,20,nrj,D,1.8,0.8,1.0,49
623,2019-11-15 17:21:23+00:00,Friday,15,11,2019,17,21,soda,D,1.6,0.6,1.0,79
633,2019-11-15 17:50:46+00:00,Friday,15,11,2019,17,50,soda,D,1.6,0.6,1.0,78
634,2019-11-15 17:51:35+00:00,Friday,15,11,2019,17,51,nrj,D,1.8,0.8,1.0,48
637,2019-11-15 18:00:04+00:00,Friday,15,11,2019,18,0,nrj,D,1.8,0.8,1.0,47
640,2019-11-15 18:08:57+00:00,Friday,15,11,2019,18,8,nrj,D,1.8,0.8,1.0,46
641,2019-11-15 18:10:24+00:00,Friday,15,11,2019,18,10,coffee,D,1.0,0.3,0.7,177
644,2019-11-15 18:26:20+00:00,Friday,15,11,2019,18,26,soda,D,1.6,0.6,1.0,77
649,2019-11-15 18:42:30+00:00,Friday,15,11,2019,18,42,nrj,D,1.8,0.8,1.0,45
654,2019-11-15 18:52:11+00:00,Friday,15,11,2019,18,52,nrj,D,1.8,0.8,1.0,44
657,2019-11-15 18:57:54+00:00,Friday,15,11,2019,18,57,soda,D,1.6,0.6,1.0,76
658,2019-11-15 19:00:37+00:00,Friday,15,11,2019,19,0,soda,D,1.6,0.6,1.0,75
661,2019-11-15 19:08:17+00:00,Friday,15,11,2019,19,8,nrj,D,1.8,0.8,1.0,43
662,2019-11-15 19:12:23+00:00,Friday,15,11,2019,19,12,nrj,D,1.8,0.8,1.0,42
675,2019-11-15 19:34:08+00:00,Friday,15,11,2019,19,34,nrj,D,1.8,0.8,1.0,41
676,2019-11-15 19:36:06+00:00,Friday,15,11,2019,19,36,soda,D,1.6,0.6,1.0,74
681,2019-11-15 20:11:10+00:00,Friday,15,11,2019,20,11,nrj,D,1.8,0.8,1.0,40
692,2019-11-15 20:58:33+00:00,Friday,15,11,2019,20,58,nrj,D,1.8,0.8,1.0,39
698,2019-11-15 21:18:35+00:00,Friday,15,11,2019,21,18,soda,D,1.6,0.6,1.0,73
711,2019-11-15 22:13:44+00:00,Friday,15,11,2019,22,13,nrj,D,1.8,0.8,1.0,38
714,2019-11-15 22:30:33+00:00,Friday,15,11,2019,22,30,nrj,D,1.8,0.8,1.0,37
720,2019-11-15 22:52:03+00:00,Friday,15,11,2019,22,52,soda,D,1.6,0.6,1.0,72
722,2019-11-15 22:57:55+00:00,Friday,15,11,2019,22,57,nrj,D,1.8,0.8,1.0,36
724,2019-11-15 23:05:43+00:00,Friday,15,11,2019,23,5,soda,D,1.6,0.6,1.0,71
727,2019-11-15 23:11:22+00:00,Friday,15,11,2019,23,11,soda,D,1.6,0.6,1.0,70
732,2019-11-15 23:30:12+00:00,Friday,15,11,2019,23,30,soda,D,1.6,0.6,1.0,69
734,2019-11-15 23:50:39+00:00,Friday,15,11,2019,23,50,soda,D,1.6,0.6,1.0,68
738,2019-11-16 00:11:45+00:00,Saturday,16,11,2019,0,11,nrj,D,1.8,0.8,1.0,35
745,2019-11-16 01:01:43+00:00,Saturday,16,11,2019,1,1,soda,D,1.6,0.6,1.0,67
748,2019-11-16 01:31:12+00:00,Saturday,16,11,2019,1,31,soda,D,1.6,0.6,1.0,66
754,2019-11-16 05:12:45+00:00,Saturday,16,11,2019,5,12,coffee,D,1.0,0.3,0.7,176
758,2019-11-16 05:51:14+00:00,Saturday,16,11,2019,5,51,coffee,D,1.0,0.3,0.7,175
763,2019-11-16 06:11:30+00:00,Saturday,16,11,2019,6,11,coffee,D,1.0,0.3,0.7,174
769,2019-11-16 06:23:48+00:00,Saturday,16,11,2019,6,23,coffee,D,1.0,0.3,0.7,173
776,2019-11-16 07:26:43+00:00,Saturday,16,11,2019,7,26,soda,D,1.6,0.6,1.0,65
777,2019-11-16 07:27:50+00:00,Saturday,16,11,2019,7,27,coffee,D,1.0,0.3,0.7,172
782,2019-11-16 07:51:10+00:00,Saturday,16,11,2019,7,51,soda,D,1.6,0.6,1.0,64
783,2019-11-16 07:51:14+00:00,Saturday,16,11,2019,7,51,coffee,D,1.0,0.3,0.7,171
788,2019-11-16 08:07:42+00:00,Saturday,16,11,2019,8,7,soda,D,1.6,0.6,1.0,63
790,2019-11-16 08:22:33+00:00,Saturday,16,11,2019,8,22,soda,D,1.6,0.6,1.0,62
797,2019-11-16 08:44:41+00:00,Saturday,16,11,2019,8,44,coffee,D,1.0,0.3,0.7,170
806,2019-11-16 09:04:39+00:00,Saturday,16,11,2019,9,4,soda,D,1.6,0.6,1.0,61
808,2019-11-16 09:11:11+00:00,Saturday,16,11,2019,9,11,coffee,D,1.0,0.3,0.7,169
811,2019-11-16 09:19:32+00:00,Saturday,16,11,2019,9,19,soda,D,1.6,0.6,1.0,60
814,2019-11-16 09:36:10+00:00,Saturday,16,11,2019,9,36,coffee,D,1.0,0.3,0.7,168
816,2019-11-16 09:45:27+00:00,Saturday,16,11,2019,9,45,coffee,D,1.0,0.3,0.7,167
821,2019-11-16 10:07:50+00:00,Saturday,16,11,2019,10,7,coffee,D,1.0,0.3,0.7,166
827,2019-11-16 10:18:25+00:00,Saturday,16,11,2019,10,18,coffee,D,1.0,0.3,0.7,165
834,2019-11-16 10:39:13+00:00,Saturday,16,11,2019,10,39,coffee,D,1.0,0.3,0.7,164
840,2019-11-16 11:09:24+00:00,Saturday,16,11,2019,11,9,coffee,D,1.0,0.3,0.7,163
843,2019-11-16 11:13:58+00:00,Saturday,16,11,2019,11,13,coffee,D,1.0,0.3,0.7,162
861,2019-11-16 12:13:15+00:00,Saturday,16,11,2019,12,13,soda,D,1.6,0.6,1.0,59
867,2019-11-16 12:31:12+00:00,Saturday,16,11,2019,12,31,coffee,D,1.0,0.3,0.7,161
869,2019-11-16 12:50:45+00:00,Saturday,16,11,2019,12,50,soda,D,1.6,0.6,1.0,58
870,2019-11-16 12:54:18+00:00,Saturday,16,11,2019,12,54,coffee,D,1.0,0.3,0.7,160
877,2019-11-16 13:30:52+00:00,Saturday,16,11,2019,13,30,coffee,D,1.0,0.3,0.7,159
882,2019-11-16 13:52:19+00:00,Saturday,16,11,2019,13,52,coffee,D,1.0,0.3,0.7,158
883,2019-11-16 13:54:01+00:00,Saturday,16,11,2019,13,54,soda,D,1.6,0.6,1.0,57
884,2019-11-16 14:00:35+00:00,Saturday,16,11,2019,14,0,soda,D,1.6,0.6,1.0,56
888,2019-11-16 14:06:26+00:00,Saturday,16,11,2019,14,6,coffee,D,1.0,0.3,0.7,157
900,2019-11-16 15:31:06+00:00,Saturday,16,11,2019,15,31,coffee,D,1.0,0.3,0.7,156
901,2019-11-16 15:31:32+00:00,Saturday,16,11,2019,15,31,nrj,D,1.8,0.8,1.0,34
908,2019-11-16 16:00:41+00:00,Saturday,16,11,2019,16,0,soda,D,1.6,0.6,1.0,55
911,2019-11-16 16:30:08+00:00,Saturday,16,11,2019,16,30,coffee,D,1.0,0.3,0.7,155
915,2019-11-16 16:52:05+00:00,Saturday,16,11,2019,16,52,soda,D,1.6,0.6,1.0,54
920,2019-11-16 17:22:24+00:00,Saturday,16,11,2019,17,22,soda,D,1.6,0.6,1.0,53
926,2019-11-16 17:53:07+00:00,Saturday,16,11,2019,17,53,nrj,D,1.8,0.8,1.0,33
930,2019-11-16 18:29:25+00:00,Saturday,16,11,2019,18,29,soda,D,1.6,0.6,1.0,52
931,2019-11-16 18:46:24+00:00,Saturday,16,11,2019,18,46,nrj,D,1.8,0.8,1.0,32
935,2019-11-16 18:53:12+00:00,Saturday,16,11,2019,18,53,nrj,D,1.8,0.8,1.0,31
939,2019-11-16 19:08:29+00:00,Saturday,16,11,2019,19,8,soda,D,1.6,0.6,1.0,51
940,2019-11-16 19:08:50+00:00,Saturday,16,11,2019,19,8,nrj,D,1.8,0.8,1.0,30
941,2019-11-16 19:12:22+00:00,Saturday,16,11,2019,19,12,nrj,D,1.8,0.8,1.0,29
942,2019-11-16 19:21:43+00:00,Saturday,16,11,2019,19,21,nrj,D,1.8,0.8,1.0,28
944,2019-11-16 19:30:10+00:00,Saturday,16,11,2019,19,30,nrj,D,1.8,0.8,1.0,27
948,2019-11-16 19:44:25+00:00,Saturday,16,11,2019,19,44,nrj,D,1.8,0.8,1.0,26
950,2019-11-16 19:46:30+00:00,Saturday,16,11,2019,19,46,nrj,D,1.8,0.8,1.0,25
956,2019-11-16 20:23:01+00:00,Saturday,16,11,2019,20,23,nrj,D,1.8,0.8,1.0,24
970,2019-11-16 21:19:23+00:00,Saturday,16,11,2019,21,19,nrj,D,1.8,0.8,1.0,23
971,2019-11-16 21:27:02+00:00,Saturday,16,11,2019,21,27,nrj,D,1.8,0.8,1.0,22
978,2019-11-16 21:56:51+00:00,Saturday,16,11,2019,21,56,nrj,D,1.8,0.8,1.0,21
979,2019-11-16 22:03:57+00:00,Saturday,16,11,2019,22,3,nrj,D,1.8,0.8,1.0,20
985,2019-11-16 23:09:43+00:00,Saturday,16,11,2019,23,9,nrj,D,1.8,0.8,1.0,19
986,2019-11-16 23:32:16+00:00,Saturday,16,11,2019,23,32,soda,D,1.6,0.6,1.0,50
987,2019-11-16 23:36:00+00:00,Saturday,16,11,2019,23,36,nrj,D,1.8,0.8,1.0,18
988,2019-11-16 23:36:59+00:00,Saturday,16,11,2019,23,36,nrj,D,1.8,0.8,1.0,17
996,2019-11-17 01:06:48+00:00,Sunday,17,11,2019,1,6,soda,D,1.6,0.6,1.0,49
999,2019-11-17 05:19:48+00:00,Sunday,17,11,2019,5,19,coffee,D,1.0,0.3,0.7,154
1002,2019-11-17 05:21:42+00:00,Sunday,17,11,2019,5,21,soda,D,1.6,0.6,1.0,48
1004,2019-11-17 05:23:18+00:00,Sunday,17,11,2019,5,23,soda,D,1.6,0.6,1.0,47
1005,2019-11-17 05:28:45+00:00,Sunday,17,11,2019,5,28,coffee,D,1.0,0.3,0.7,153
1008,2019-11-17 05:35:45+00:00,Sunday,17,11,2019,5,35,soda,D,1.6,0.6,1.0,46
1010,2019-11-17 05:41:51+00:00,Sunday,17,11,2019,5,41,soda,D,1.6,0.6,1.0,45
1013,2019-11-17 05:56:00+00:00,Sunday,17,11,2019,5,56,soda,D,1.6,0.6,1.0,44
1018,2019-11-17 06:09:13+00:00,Sunday,17,11,2019,6,9,coffee,D,1.0,0.3,0.7,152
1023,2019-11-17 06:21:39+00:00,Sunday,17,11,2019,6,21,coffee,D,1.0,0.3,0.7,151
1024,2019-11-17 06:22:16+00:00,Sunday,17,11,2019,6,22,coffee,D,1.0,0.3,0.7,150
1032,2019-11-17 06:47:29+00:00,Sunday,17,11,2019,6,47,coffee,D,1.0,0.3,0.7,149
1035,2019-11-17 06:55:40+00:00,Sunday,17,11,2019,6,55,coffee,D,1.0,0.3,0.7,148
1036,2019-11-17 06:58:41+00:00,Sunday,17,11,2019,6,58,soda,D,1.6,0.6,1.0,43
1038,2019-11-17 07:10:44+00:00,Sunday,17,11,2019,7,10,coffee,D,1.0,0.3,0.7,147
1041,2019-11-17 07:32:21+00:00,Sunday,17,11,2019,7,32,coffee,D,1.0,0.3,0.7,146
1042,2019-11-17 07:34:36+00:00,Sunday,17,11,2019,7,34,coffee,D,1.0,0.3,0.7,145
